date,smp_max,smp_min,smp_mean,supply,month,day,dayofweek,temp_max,temp_min,temp_mean
2018-12-09,195.18,89.28,168.12,78.29,12,9,6,4.6,2.9,3.7500000000000004
2018-12-10,201.14,154.04,176.1,79.78,12,10,0,9.9,4.7,7.145833333333335
2018-12-11,219.71,152.11,170.77,79.03,12,11,1,10.0,7.4,8.904166666666667
2018-12-12,194.73,148.38,175.2,84.42,12,12,2,9.0,5.9,6.7625
2018-12-13,219.21,151.06,174.66,83.11,12,13,3,9.1,6.1,7.841666666666666
2018-12-14,199.22,149.14,173.6,83.54,12,14,4,7.0,4.8,5.800000000000001
2018-12-15,198.86,161.02,173.94,79.37,12,15,5,8.9,2.1,5.874999999999999
2018-12-16,175.56,151.39,166.51,74.17,12,16,6,10.7,6.8,8.883333333333335
2018-12-17,177.14,161.58,166.48,82.0,12,17,0,11.2,9.9,10.454166666666667
2018-12-18,201.05,161.49,172.24,80.85,12,18,1,11.5,8.0,9.750000000000002
2018-12-19,176.76,161.0,167.02,73.9,12,19,2,17.6,8.5,13.470833333333333
2018-12-20,218.66,155.58,168.83,76.57,12,20,3,15.8,11.7,12.745833333333335
2018-12-21,216.32,149.78,173.92,71.74,12,21,4,16.7,12.9,14.487499999999997
2018-12-22,177.75,103.24,163.91,71.11,12,22,5,15.3,11.6,13.22916666666667
2018-12-23,198.5,147.55,170.15,74.77,12,23,6,12.1,7.7,10.1
2018-12-24,214.49,160.5,170.59,80.25,12,24,0,8.0,5.0,6.570833333333333
2018-12-25,191.42,147.53,169.78,74.63,12,25,1,10.0,3.9,7.425000000000002
2018-12-26,205.36,161.71,172.32,80.19,12,26,2,9.5,7.3,8.745833333333334
2018-12-27,208.27,161.88,174.74,89.53,12,27,3,6.8,1.6,2.9625
2018-12-28,214.13,161.88,180.16,90.76,12,28,4,2.9,0.8,2.025
2018-12-29,209.51,152.53,171.66,86.13,12,29,5,3.7,1.8,2.983333333333333
2018-12-30,200.64,159.99,175.13,84.29,12,30,6,3.9,2.1,3.2624999999999997
2018-12-31,211.99,104.37,170.41,85.75,12,31,0,5.2,3.5,4.458333333333333
2019-01-01,168.22,71.64,138.28,81.11,1,1,1,6.6,4.8,5.654166666666665
2019-01-02,192.93,142.55,158.79,90.17,1,2,2,5.9,4.6,5.116666666666666
2019-01-03,183.19,145.41,155.71,87.34,1,3,3,7.7,3.6,5.208333333333333
2019-01-04,175.35,142.88,157.04,85.2,1,4,4,9.9,2.8,5.708333333333332
2019-01-05,164.41,106.06,147.77,83.75,1,5,5,8.7,5.7,6.970833333333331
2019-01-06,192.13,100.08,152.83,82.32,1,6,6,7.4,4.7,5.612500000000001
2019-01-07,193.97,140.41,160.03,85.12,1,7,0,8.2,3.2,5.724999999999999
2019-01-08,190.67,146.52,153.94,88.68,1,8,1,8.2,4.5,6.704166666666666
2019-01-09,193.5,146.75,160.34,88.52,1,9,2,5.8,2.3,4.4208333333333325
2019-01-10,192.45,144.49,161.03,86.79,1,10,3,7.8,5.6,6.766666666666666
2019-01-11,192.51,138.01,158.77,83.32,1,11,4,9.2,5.9,7.6499999999999995
2019-01-12,192.24,138.99,160.42,80.81,1,12,5,10.1,8.2,8.991666666666665
2019-01-13,192.73,99.82,155.67,81.62,1,13,6,9.3,6.7,8.116666666666665
2019-01-14,188.16,132.94,159.58,83.8,1,14,0,9.2,5.7,7.2250000000000005
2019-01-15,192.02,145.62,159.06,87.05,1,15,1,9.5,4.1,7.183333333333336
2019-01-16,190.29,146.36,162.0,93.47,1,16,2,3.9,2.2,3.079166666666667
2019-01-17,190.62,145.95,161.14,91.6,1,17,3,6.3,4.0,5.445833333333333
2019-01-18,192.89,146.36,157.9,86.66,1,18,4,9.6,4.1,6.533333333333334
2019-01-19,181.87,142.17,158.5,79.6,1,19,5,12.5,4.0,8.383333333333335
2019-01-20,183.54,99.68,151.87,84.96,1,20,6,11.7,4.2,7.187499999999997
2019-01-21,190.33,142.64,162.12,88.0,1,21,0,7.8,4.0,5.958333333333333
2019-01-22,191.35,142.51,159.34,86.77,1,22,1,10.5,6.3,8.254166666666666
2019-01-23,189.0,131.17,159.2,86.03,1,23,2,11.4,6.8,8.687500000000002
2019-01-24,190.28,144.51,161.19,85.09,1,24,3,9.0,3.7,6.5249999999999995
2019-01-25,187.64,141.19,161.04,87.41,1,25,4,9.2,3.8,5.804166666666667
2019-01-26,193.46,144.19,158.62,89.98,1,26,5,5.6,3.1,4.175
2019-01-27,181.53,139.31,154.61,84.16,1,27,6,8.2,2.5,5.441666666666667
2019-01-28,191.86,110.86,159.11,87.08,1,28,0,10.3,5.4,7.9875
2019-01-29,189.75,133.91,163.04,84.98,1,29,1,9.0,3.1,6.016666666666666
2019-01-30,182.75,109.43,155.18,82.15,1,30,2,9.5,6.8,8.129166666666666
2019-01-31,194.05,110.62,156.54,91.6,1,31,3,8.1,3.4,5.179166666666666
2019-02-01,159.88,116.4,133.5,87.95,2,1,4,6.2,3.5,4.787499999999999
2019-02-02,168.75,110.92,136.94,79.2,2,2,5,11.5,5.0,8.7
2019-02-03,166.91,61.72,134.62,73.06,2,3,6,18.3,8.9,13.545833333333334
2019-02-04,169.52,114.13,131.18,78.3,2,4,0,9.3,5.3,7.283333333333332
2019-02-05,142.88,53.16,121.25,73.45,2,5,1,13.4,4.3,8.975
2019-02-06,160.1,61.72,129.16,72.49,2,6,2,14.9,9.5,11.883333333333331
2019-02-07,166.84,125.04,136.11,85.25,2,7,3,12.1,2.5,7.070833333333333
2019-02-08,165.46,124.76,139.99,85.17,2,8,4,5.0,1.6,3.333333333333334
2019-02-09,164.0,122.58,140.41,89.63,2,9,5,4.7,1.7,3.100000000000001
2019-02-10,166.69,126.75,142.92,84.03,2,10,6,4.2,2.1,3.0708333333333333
2019-02-11,164.14,125.04,141.05,90.72,2,11,0,4.3,3.2,3.7291666666666665
2019-02-12,169.2,125.04,137.83,85.78,2,12,1,8.1,1.1,5.199999999999999
2019-02-13,169.54,125.04,136.21,87.79,2,13,2,8.5,5.8,6.995833333333334
2019-02-14,163.19,120.66,132.76,88.15,2,14,3,6.9,4.4,5.470833333333334
2019-02-15,167.55,125.04,135.95,87.68,2,15,4,7.7,4.3,6.241666666666666
2019-02-16,160.64,113.9,135.76,87.13,2,16,5,6.8,3.2,4.4875
2019-02-17,161.83,120.63,135.17,84.73,2,17,6,6.3,3.2,4.204166666666666
2019-02-18,168.05,125.04,137.37,84.23,2,18,0,9.4,3.0,6.6875
2019-02-19,169.4,116.8,133.36,82.39,2,19,1,12.5,6.4,9.279166666666665
2019-02-20,169.47,125.04,136.44,82.82,2,20,2,9.1,4.9,6.908333333333334
2019-02-21,161.36,125.04,138.76,83.36,2,21,3,8.6,5.7,7.133333333333334
2019-02-22,169.54,124.51,136.38,82.92,2,22,4,10.7,6.5,8.366666666666665
2019-02-23,161.67,121.11,141.01,77.61,2,23,5,13.2,4.4,9.025
2019-02-24,165.33,89.7,133.31,77.16,2,24,6,13.5,8.7,11.229166666666666
2019-02-25,169.01,116.84,141.62,80.1,2,25,0,12.5,7.8,9.591666666666667
2019-02-26,168.62,129.77,142.52,81.53,2,26,1,11.4,5.6,8.708333333333334
2019-02-27,167.08,121.24,140.02,81.95,2,27,2,11.8,9.5,10.691666666666668
2019-02-28,165.83,113.07,135.37,80.93,2,28,3,12.4,8.4,10.645833333333336
2019-03-01,168.66,123.69,142.02,79.3,3,1,4,11.8,6.4,9.337500000000002
2019-03-02,169.58,91.06,130.13,77.48,3,2,5,14.2,7.5,10.733333333333333
2019-03-03,154.97,93.03,127.65,75.37,3,3,6,12.9,10.6,11.816666666666668
2019-03-04,169.3,123.32,133.49,80.49,3,4,0,11.8,8.7,10.158333333333333
2019-03-05,169.66,123.8,133.66,78.36,3,5,1,12.8,6.4,10.2875
2019-03-06,169.37,123.8,134.74,79.71,3,6,2,13.2,8.7,10.716666666666663
2019-03-07,165.81,123.54,134.71,84.43,3,7,3,10.4,7.6,8.304166666666665
2019-03-08,169.37,123.8,132.78,81.18,3,8,4,11.7,3.8,8.2
2019-03-09,131.04,117.21,126.69,74.57,3,9,5,16.1,6.7,11.070833333333333
2019-03-10,134.95,108.89,126.03,74.93,3,10,6,12.8,9.7,11.137500000000001
2019-03-11,165.54,123.8,133.41,79.97,3,11,0,13.1,7.2,10.062499999999998
2019-03-12,168.41,118.09,130.22,78.78,3,12,1,15.4,6.5,10.695833333333333
2019-03-13,163.47,123.8,143.1,84.49,3,13,2,11.2,5.3,8.095833333333333
2019-03-14,168.8,123.8,139.75,83.09,3,14,3,13.3,7.2,9.995833333333335
2019-03-15,182.9,114.23,150.07,81.55,3,15,4,15.3,6.3,10.379166666666665
2019-03-16,172.69,127.13,152.46,79.1,3,16,5,13.7,6.1,9.441666666666665
2019-03-17,163.14,120.66,145.13,77.48,3,17,6,13.9,8.7,11.670833333333334
2019-03-18,178.86,117.41,151.62,79.39,3,18,0,13.9,7.1,10.4875
2019-03-19,174.06,118.34,150.87,76.91,3,19,1,15.6,9.3,12.304166666666667
2019-03-20,180.31,117.47,151.11,73.5,3,20,2,21.2,10.4,15.333333333333334
2019-03-21,168.85,114.17,147.59,76.61,3,21,3,19.9,7.7,11.483333333333333
2019-03-22,167.19,125.66,152.1,82.27,3,22,4,10.4,6.4,7.741666666666667
2019-03-23,174.46,117.71,149.78,82.29,3,23,5,11.3,6.6,8.549999999999997
2019-03-24,170.95,114.91,147.13,79.88,3,24,6,10.6,3.8,7.270833333333333
2019-03-25,176.15,117.6,150.11,80.02,3,25,0,12.9,6.5,9.612499999999999
2019-03-26,171.49,120.48,143.25,77.48,3,26,1,16.4,10.2,13.708333333333336
2019-03-27,171.97,114.79,139.69,72.94,3,27,2,21.3,10.4,16.191666666666666
2019-03-28,178.56,114.12,148.23,73.05,3,28,3,17.0,12.8,14.829166666666664
2019-03-29,179.08,115.26,149.46,72.72,3,29,4,16.4,12.2,14.045833333333334
2019-03-30,168.35,109.51,149.03,79.13,3,30,5,14.5,8.1,11.691666666666668
2019-03-31,168.35,117.66,149.14,81.4,3,31,6,10.4,7.2,8.499999999999998
2019-04-01,217.93,134.52,147.73,80.91,4,1,0,13.1,7.2,10.1
2019-04-02,179.62,127.09,148.66,81.04,4,2,1,13.4,9.0,10.808333333333335
2019-04-03,218.06,119.83,147.43,81.98,4,3,2,14.4,6.9,10.416666666666666
2019-04-04,181.52,122.51,145.53,77.88,4,4,3,14.4,6.2,10.808333333333335
2019-04-05,160.92,136.04,146.23,75.43,4,5,4,17.8,12.0,14.19166666666667
2019-04-06,165.45,115.83,146.13,72.17,4,6,5,19.9,11.2,14.916666666666664
2019-04-07,165.8,125.14,142.17,68.16,4,7,6,20.7,13.5,16.166666666666668
2019-04-08,182.16,120.05,145.95,71.92,4,8,0,18.0,11.8,14.641666666666667
2019-04-09,221.96,123.01,151.2,73.71,4,9,1,16.9,14.2,15.15
2019-04-10,224.71,127.39,153.01,78.43,4,10,2,14.2,9.7,10.812500000000002
2019-04-11,217.69,126.61,150.53,76.96,4,11,3,12.9,9.8,11.416666666666666
2019-04-12,180.36,136.8,146.84,77.04,4,12,4,15.9,9.5,12.962500000000004
2019-04-13,176.47,129.7,156.28,74.11,4,13,5,17.0,9.6,13.5375
2019-04-14,181.61,127.21,147.16,73.36,4,14,6,16.6,11.1,13.679166666666667
2019-04-15,181.48,135.35,148.11,74.73,4,15,0,16.6,9.2,12.887500000000001
2019-04-16,157.53,136.49,144.93,69.44,4,16,1,25.0,11.1,16.479166666666664
2019-04-17,162.6,136.49,147.63,73.39,4,17,2,18.1,14.3,16.05416666666667
2019-04-18,181.74,136.34,145.67,70.74,4,18,3,20.9,12.3,16.487500000000008
2019-04-19,181.48,135.42,147.53,67.73,4,19,4,21.3,14.4,16.958333333333332
2019-04-20,155.26,124.68,144.4,69.22,4,20,5,19.5,14.6,17.125000000000004
2019-04-21,163.95,126.77,147.07,64.02,4,21,6,22.8,15.2,18.308333333333334
2019-04-22,164.52,136.96,148.23,65.73,4,22,0,22.6,16.6,19.375000000000004
2019-04-23,160.84,125.42,147.19,67.18,4,23,1,21.6,17.5,19.166666666666668
2019-04-24,164.66,126.48,146.58,66.42,4,24,2,20.8,15.9,18.420833333333334
2019-04-25,164.3,139.15,147.04,66.63,4,25,3,17.3,14.3,15.9375
2019-04-26,156.61,136.8,145.24,73.65,4,26,4,15.9,11.5,12.529166666666669
2019-04-27,225.06,136.46,149.72,70.14,4,27,5,16.3,11.7,13.945833333333335
2019-04-28,164.56,127.99,146.72,66.8,4,28,6,17.4,12.6,14.820833333333338
2019-04-29,165.41,135.97,146.38,70.28,4,29,0,19.5,14.5,15.862500000000002
2019-04-30,160.79,136.63,147.02,68.97,4,30,1,17.0,14.6,15.5875
2019-05-01,146.05,133.43,139.95,68.46,5,1,2,18.2,12.6,14.620833333333337
2019-05-02,179.02,136.56,147.09,69.78,5,2,3,20.4,13.2,16.854166666666668
2019-05-03,180.46,134.72,145.75,69.67,5,3,4,21.9,16.2,18.729166666666668
2019-05-04,182.81,133.33,143.88,66.6,5,4,5,23.0,15.0,19.062499999999996
2019-05-05,150.07,133.1,139.69,66.23,5,5,6,21.8,17.0,19.212500000000002
2019-05-06,183.65,136.86,143.51,68.31,5,6,0,18.6,13.8,16.1375
2019-05-07,143.93,133.43,138.94,70.67,5,7,1,18.4,12.9,15.608333333333334
2019-05-08,184.71,133.43,142.56,66.53,5,8,2,18.9,12.1,15.975000000000001
2019-05-09,183.37,133.43,142.51,69.18,5,9,3,19.9,14.8,17.316666666666666
2019-05-10,176.16,133.43,145.78,68.22,5,10,4,20.3,14.5,17.487500000000004
2019-05-11,176.62,132.99,141.83,66.55,5,11,5,22.2,15.4,18.4875
2019-05-12,151.15,130.2,139.58,64.82,5,12,6,21.0,15.8,18.741666666666664
2019-05-13,147.45,132.47,141.0,65.82,5,13,0,23.6,17.7,19.958333333333336
2019-05-14,182.57,133.13,142.65,66.88,5,14,1,23.1,18.6,20.570833333333333
2019-05-15,226.1,133.43,163.91,67.16,5,15,2,26.4,17.1,21.07083333333333
2019-05-16,184.2,133.43,147.22,67.45,5,16,3,27.7,18.1,23.09166666666667
2019-05-17,184.95,133.43,145.18,65.81,5,17,4,26.0,18.5,21.508333333333336
2019-05-18,178.17,132.62,145.17,62.51,5,18,5,23.0,18.2,20.516666666666666
2019-05-19,183.54,132.9,147.62,62.95,5,19,6,26.1,19.0,21.787500000000005
2019-05-20,179.09,133.43,147.84,66.67,5,20,0,19.2,15.4,17.633333333333333
2019-05-21,183.25,133.43,144.42,65.77,5,21,1,22.4,14.5,18.841666666666665
2019-05-22,146.41,133.43,139.72,65.9,5,22,2,27.1,19.7,23.129166666666666
2019-05-23,148.98,132.63,141.28,66.7,5,23,3,30.5,22.4,26.104166666666668
2019-05-24,185.3,132.09,142.97,67.01,5,24,4,32.5,24.8,28.587499999999995
2019-05-25,180.17,129.27,149.16,65.02,5,25,5,27.0,21.7,23.67916666666667
2019-05-26,178.79,127.7,143.77,62.88,5,26,6,24.7,20.6,22.537499999999994
2019-05-27,175.65,129.23,145.98,67.05,5,27,0,25.0,16.0,21.82083333333333
2019-05-28,178.92,131.59,149.97,64.06,5,28,1,21.7,15.7,18.683333333333334
2019-05-29,175.48,134.08,148.34,65.99,5,29,2,26.4,19.2,22.312500000000004
2019-05-30,180.1,132.29,147.88,65.02,5,30,3,25.4,18.2,21.666666666666668
2019-05-31,180.46,133.22,145.36,63.97,5,31,4,21.3,16.2,18.179166666666664
2019-06-01,193.34,129.06,145.29,63.03,6,1,5,22.2,16.1,18.9375
2019-06-02,159.37,131.11,141.84,63.08,6,2,6,23.2,17.9,20.129166666666666
2019-06-03,150.7,133.94,142.62,65.43,6,3,0,23.9,18.0,21.1375
2019-06-04,240.07,132.54,162.13,67.49,6,4,1,27.7,19.7,22.525000000000002
2019-06-05,232.18,133.15,173.58,67.27,6,5,2,25.8,19.7,22.504166666666666
2019-06-06,239.85,136.87,156.12,67.86,6,6,3,27.7,19.2,23.09583333333333
2019-06-07,236.19,131.95,169.61,64.21,6,7,4,25.1,18.3,20.170833333333327
2019-06-08,186.16,129.73,150.12,63.27,6,8,5,22.4,17.6,19.824999999999996
2019-06-09,190.01,128.08,145.95,62.54,6,9,6,23.0,17.2,20.058333333333334
2019-06-10,193.05,131.68,154.07,63.91,6,10,0,24.4,17.6,20.29166666666667
2019-06-11,192.37,133.84,144.27,65.17,6,11,1,22.2,18.7,20.266666666666662
2019-06-12,191.21,135.75,145.67,65.25,6,12,2,22.4,17.7,19.933333333333326
2019-06-13,193.42,133.48,153.81,66.2,6,13,3,27.0,17.6,21.679166666666664
2019-06-14,187.75,133.3,151.72,64.98,6,14,4,21.3,17.6,19.708333333333332
2019-06-15,188.48,134.46,146.89,63.43,6,15,5,21.8,18.2,19.99166666666667
2019-06-16,188.45,130.31,145.13,62.72,6,16,6,23.3,18.8,20.483333333333338
2019-06-17,235.98,135.17,187.17,65.36,6,17,0,22.4,17.9,20.645833333333332
2019-06-18,238.0,137.84,207.73,65.82,6,18,1,23.3,20.6,21.599999999999998
2019-06-19,237.75,140.51,211.85,66.68,6,19,2,23.9,19.6,21.612499999999997
2019-06-20,241.07,172.61,214.56,67.32,6,20,3,23.9,20.0,22.0125
2019-06-21,239.23,174.81,214.8,67.39,6,21,4,25.9,19.1,22.46875
2019-06-22,242.02,137.49,196.74,65.42,6,22,5,23.0,19.1,21.312500000000004
2019-06-23,233.26,132.05,181.62,64.12,6,23,6,22.7,18.25,20.391666666666666
2019-06-24,238.93,132.05,184.91,66.52,6,24,0,23.85,17.1,20.562500000000004
2019-06-25,235.21,137.23,170.25,67.01,6,25,1,26.0,18.6,22.262500000000003
2019-06-26,191.36,138.5,157.31,70.62,6,26,2,23.950000000000003,19.85,22.01458333333333
2019-06-27,162.5,135.26,151.08,70.26,6,27,3,24.799999999999997,21.95,23.156250000000004
2019-06-28,191.07,136.85,154.48,70.0,6,28,4,25.35,19.8,22.904166666666672
2019-06-29,192.26,135.92,153.88,72.63,6,29,5,27.0,22.15,24.32083333333333
2019-06-30,192.26,139.62,152.35,67.55,6,30,6,24.4,21.45,22.858333333333334
2019-07-01,191.46,149.58,160.04,71.52,7,1,0,25.15,21.15,22.825
2019-07-02,198.15,152.23,157.4,69.86,7,2,1,24.6,20.7,22.445833333333336
2019-07-03,161.09,152.25,155.5,69.33,7,3,2,23.95,20.3,21.912499999999998
2019-07-04,195.17,149.58,164.76,70.42,7,4,3,26.4,20.299999999999997,22.868750000000002
2019-07-05,197.41,152.23,157.6,70.61,7,5,4,26.35,20.049999999999997,23.414583333333336
2019-07-06,196.48,149.5,160.09,68.56,7,6,5,24.85,20.549999999999997,22.735416666666662
2019-07-07,193.29,149.4,159.54,65.37,7,7,6,24.25,21.7,22.6375
2019-07-08,247.87,149.58,187.12,67.86,7,8,0,21.950000000000003,20.25,21.147916666666667
2019-07-09,167.33,150.88,156.87,68.43,7,9,1,22.3,20.9,21.368750000000002
2019-07-10,160.36,152.41,157.51,69.5,7,10,2,21.8,20.65,21.489583333333332
2019-07-11,161.19,149.58,155.71,70.13,7,11,3,26.25,20.549999999999997,22.970833333333335
2019-07-12,167.08,149.58,158.54,70.37,7,12,4,25.549999999999997,20.5,22.910416666666663
2019-07-13,172.13,149.5,156.47,66.27,7,13,5,22.0,19.85,20.98125
2019-07-14,170.0,149.4,158.25,69.22,7,14,6,26.5,21.0,23.700000000000006
2019-07-15,163.47,149.26,157.7,72.48,7,15,0,26.35,20.65,23.58333333333333
2019-07-16,160.55,152.1,155.77,73.21,7,16,1,25.9,20.85,23.508333333333336
2019-07-17,197.86,149.58,159.14,75.92,7,17,2,25.8,22.75,24.085416666666664
2019-07-18,250.98,151.56,175.32,73.2,7,18,3,24.799999999999997,22.6,23.679166666666664
2019-07-19,187.16,150.61,172.2,75.87,7,19,4,24.700000000000003,23.05,23.887500000000003
2019-07-20,193.13,150.07,160.55,70.26,7,20,5,25.45,24.0,24.616666666666664
2019-07-21,189.26,149.4,160.63,74.05,7,21,6,29.7,23.9,26.464583333333334
2019-07-22,248.9,149.58,174.43,81.4,7,22,0,30.200000000000003,24.5,26.239583333333332
2019-07-23,194.51,149.97,167.3,82.75,7,23,1,29.4,24.7,27.00833333333333
2019-07-24,189.78,149.88,168.8,83.35,7,24,2,29.15,25.65,27.112499999999986
2019-07-25,245.57,149.58,188.49,85.37,7,25,3,30.05,25.75,27.24791666666667
2019-07-26,599.28,149.58,184.8,86.26,7,26,4,29.25,25.35,27.279166666666665
2019-07-27,158.52,131.91,153.05,82.91,7,27,5,29.799999999999997,26.35,27.58125
2019-07-28,172.18,147.07,156.41,83.66,7,28,6,30.65,26.65,28.2375
2019-07-29,166.63,148.73,157.88,89.53,7,29,0,31.299999999999997,25.55,28.297916666666666
2019-07-30,198.61,147.11,160.05,93.28,7,30,1,32.85,27.0,29.27291666666667
2019-07-31,192.15,146.2,163.09,93.33,7,31,2,31.75,27.25,29.010416666666668
2019-08-01,171.92,150.57,164.78,93.97,8,1,3,31.5,26.0,28.53125
2019-08-02,176.69,150.68,163.05,92.73,8,2,4,30.799999999999997,25.45,28.06041666666667
2019-08-03,172.69,149.49,162.28,86.5,8,3,5,30.15,24.65,27.637500000000003
2019-08-04,175.91,149.38,160.94,86.89,8,4,6,29.549999999999997,25.15,27.347916666666666
2019-08-05,233.37,149.81,173.78,90.65,8,5,0,30.5,24.55,27.331249999999994
2019-08-06,230.47,149.56,177.38,92.51,8,6,1,30.95,25.75,28.127083333333335
2019-08-07,233.62,149.56,181.13,95.82,8,7,2,32.45,26.0,28.920833333333324
2019-08-08,230.02,152.3,181.09,96.54,8,8,3,32.25,27.0,29.38958333333333
2019-08-09,232.85,151.88,179.34,92.95,8,9,4,32.8,26.200000000000003,29.175
2019-08-10,234.57,149.49,171.37,86.02,8,10,5,30.6,28.2,29.420833333333338
2019-08-11,171.77,152.26,160.17,84.5,8,11,6,29.4,27.8,28.499999999999996
2019-08-12,232.21,149.56,174.33,91.15,8,12,0,31.1,27.3,28.83333333333333
2019-08-13,231.05,149.56,174.1,94.01,8,13,1,30.7,25.4,28.349999999999998
2019-08-14,177.13,149.56,164.25,92.76,8,14,2,30.9,26.8,28.37916666666666
2019-08-15,236.72,149.38,171.91,83.14,8,15,3,28.0,26.5,27.020833333333332
2019-08-16,176.03,149.73,163.58,85.45,8,16,4,30.1,25.3,27.524999999999995
2019-08-17,178.35,149.51,162.44,85.26,8,17,5,31.8,24.4,27.625
2019-08-18,176.51,149.28,159.75,79.04,8,18,6,28.8,25.8,26.949999999999992
2019-08-19,179.48,148.18,164.33,84.16,8,19,0,28.5,23.0,25.591666666666665
2019-08-20,173.74,149.56,161.4,87.23,8,20,1,29.0,24.6,26.441666666666666
2019-08-21,175.67,150.11,164.1,88.93,8,21,2,30.9,25.3,27.55
2019-08-22,177.52,149.56,162.48,89.48,8,22,3,30.1,25.5,27.70833333333334
2019-08-23,174.97,149.56,161.02,84.42,8,23,4,29.9,24.4,26.59583333333333
2019-08-24,180.8,151.51,161.28,76.74,8,24,5,28.1,22.9,25.504166666666666
2019-08-25,176.11,151.16,160.93,72.08,8,25,6,27.2,23.0,24.94583333333334
2019-08-26,174.93,149.56,162.1,81.03,8,26,0,26.9,22.1,24.933333333333337
2019-08-27,178.22,152.35,161.24,86.55,8,27,1,29.4,24.2,26.562499999999996
2019-08-28,178.9,151.81,161.82,80.11,8,28,2,26.6,22.5,24.566666666666666
2019-08-29,172.24,151.45,163.09,73.5,8,29,3,24.4,21.2,22.483333333333334
2019-08-30,174.11,149.56,165.24,73.48,8,30,4,27.9,20.9,24.825000000000003
2019-08-31,176.95,151.12,161.38,72.24,8,31,5,27.3,20.2,23.783333333333335
2019-09-01,185.02,162.75,168.05,68.53,9,1,6,25.5,21.0,22.716666666666665
2019-09-02,190.04,161.59,169.32,77.45,9,2,0,26.3,21.7,23.706249999999994
2019-09-03,186.95,159.49,169.06,77.69,9,3,1,25.5,22.6,24.175
2019-09-04,226.51,159.32,180.7,75.84,9,4,2,26.4,23.4,24.337500000000002
2019-09-05,219.42,156.8,181.7,79.59,9,5,3,27.9,22.9,25.377083333333335
2019-09-06,187.07,160.34,173.46,78.08,9,6,4,28.0,24.5,26.033333333333335
2019-09-07,190.6,159.16,166.85,73.42,9,7,5,27.9,24.4,26.404166666666665
2019-09-08,181.68,159.35,167.43,71.04,9,8,6,25.1,22.5,23.683333333333337
2019-09-09,187.5,160.15,167.3,80.2,9,9,0,28.5,23.7,25.737499999999997
2019-09-10,191.13,157.37,166.34,80.41,9,10,1,29.3,24.6,26.525000000000006
2019-09-11,174.33,161.79,164.68,79.41,9,11,2,28.4,23.9,25.650000000000002
2019-09-12,190.1,156.47,165.9,67.16,9,12,3,24.8,23.2,24.066666666666666
2019-09-13,171.49,153.09,163.48,62.04,9,13,4,24.9,22.2,23.625
2019-09-14,186.38,159.41,168.55,67.73,9,14,5,26.3,21.7,24.025000000000002
2019-09-15,190.17,156.59,166.6,71.33,9,15,6,26.5,21.9,24.204166666666662
2019-09-16,172.59,159.69,168.8,74.87,9,16,0,26.1,22.9,24.254166666666663
2019-09-17,174.29,158.95,167.1,71.66,9,17,1,24.7,21.2,23.412499999999998
2019-09-18,174.09,160.95,167.77,71.15,9,18,2,26.4,18.1,22.495833333333326
2019-09-19,177.83,161.62,167.11,69.44,9,19,3,24.8,18.4,22.279166666666665
2019-09-20,173.29,159.28,167.03,68.76,9,20,4,24.2,20.4,22.508333333333336
2019-09-21,177.19,81.92,158.94,64.56,9,21,5,21.5,19.0,20.487499999999994
2019-09-22,183.06,77.57,164.08,61.41,9,22,6,21.4,19.7,20.462500000000002
2019-09-23,182.41,160.99,168.43,65.95,9,23,0,23.7,18.8,21.095833333333335
2019-09-24,184.92,154.21,167.83,66.15,9,24,1,24.1,15.8,19.675
2019-09-25,175.83,159.41,166.66,66.81,9,25,2,24.2,17.6,20.862499999999997
2019-09-26,181.86,160.17,167.82,69.96,9,26,3,26.0,21.0,23.299999999999997
2019-09-27,183.07,81.88,161.72,72.16,9,27,4,25.1,22.7,23.662499999999998
2019-09-28,185.84,161.22,167.86,73.89,9,28,5,25.2,22.6,23.879166666666666
2019-09-29,174.42,78.32,161.98,72.28,9,29,6,25.7,22.9,23.883333333333336
2019-09-30,175.87,160.56,167.6,75.9,9,30,0,25.6,21.5,23.454166666666666
2019-10-01,182.38,163.9,170.75,73.51,10,1,1,25.1,20.9,23.2625
2019-10-02,178.01,161.01,168.01,69.56,10,2,2,27.0,20.6,23.952083333333334
2019-10-03,187.58,117.52,166.95,66.38,10,3,3,24.7,21.9,23.366666666666664
2019-10-04,173.84,161.81,168.94,69.97,10,4,4,25.0,20.2,22.654166666666665
2019-10-05,180.4,132.45,169.4,64.88,10,5,5,22.5,19.1,20.912500000000005
2019-10-06,186.57,161.1,170.99,64.26,10,6,6,23.7,17.0,20.620833333333334
2019-10-07,180.1,127.61,164.39,66.39,10,7,0,23.4,18.3,21.016666666666666
2019-10-08,185.03,134.41,170.77,64.88,10,8,1,22.6,17.9,20.445833333333333
2019-10-09,182.27,132.05,168.72,64.59,10,9,2,20.3,13.6,17.05
2019-10-10,182.04,131.77,166.69,66.82,10,10,3,22.3,11.5,17.295833333333334
2019-10-11,182.74,119.81,158.37,64.73,10,11,4,23.2,16.5,20.183333333333334
2019-10-12,176.53,165.64,172.52,64.23,10,12,5,23.3,18.1,20.66666666666667
2019-10-13,175.61,157.5,166.51,62.4,10,13,6,21.5,17.3,19.525000000000002
2019-10-14,188.13,90.93,161.0,65.2,10,14,0,21.8,16.8,18.8875
2019-10-15,183.96,130.22,166.74,66.77,10,15,1,18.9,15.3,17.437500000000004
